person_id,gender,Female,audio_vocab_1,audio_vocab_2,audio_vocab_3,audio_vocab_4,audio_vocab_5,audio_vocab_6,ctest_1,ctest_2,ctest_3,ctest_4,ctest_5,ctest_6,dictation_1,dictation_2,dictation_3,dictation_4,dictation_5,dictation_6,elicited_speech_1,elicited_speech_2,elicited_speech_3,elicited_speech_4,elicited_speech_5,elicited_speech_6,text_vocab_1,text_vocab_2,text_vocab_3,text_vocab_4,text_vocab_5,text_vocab_6,text_vocab_7,elicited_speech_7,dictation_7,audio_vocab_7,ctest_7
1023,FEMALE,1,-4.59511985,1.626949797,0.61173156,1.633721695,1.544829224,1.626949797,-0.579818495,16.11809555,3.258096539,16.11809555,0.046520016,16.11809555,-16.11809555,5.091620065,-11.85540867,-16.11809555,0.385711785,5.091620065,1.404255785,0.435408026,0.663601844,0.681756616,0.365417105,0.860749962,2.385736439,1.147315951,0.489480085,-0.637049509,1.115831854,1.966990419,-0.697613423,NA,NA,NA,NA
1024,FEMALE,1,1.014477605,1.633721695,1.633721695,1.633721695,3.106649875,1.074473797,0.430782916,1.417066021,0.961411166,0.174353388,2.120263538,1.25276297,-1.108601351,5.091620065,5.091620065,-16.11809555,5.091620065,5.091620065,1.522279321,2.124092412,1.241551748,0.71258493,1.074630842,2.093061899,1.115831854,1.913607406,3.778654106,1.966990419,2.385736439,2.238059399,NA,NA,NA,1.626949797,NA
1025,FEMALE,1,3.106649875,1.633721695,3.048356133,1.626949797,1.626949797,-0.794298141,1.041453876,2.251291801,16.11809555,1.481604542,0.860201267,0.741937345,5.091620065,-0.246892175,-4.99009883,-2.815264243,5.091620065,5.091620065,1.893095897,1.413480992,1.225349582,0.839262371,1.503249449,1.926835512,1.913607406,1.857284326,1.650158167,0.58627419,1.147315951,3.684604335,NA,NA,1.151495527,NA,NA
1026,FEMALE,1,-0.027409924,3.048356133,3.048356133,3.106649875,1.626949797,3.106649875,16.11809555,0.496436888,16.11809555,1.540445043,16.11809555,16.11809555,5.091620065,1.063377947,5.091620065,5.091620065,5.091620065,5.091620065,1.504315374,2.526040086,1.441988098,1.735393165,1.588046743,2.296066345,3.778654106,2.238059399,1.387316525,1.966990419,3.778654106,2.238059399,1.664733708,NA,NA,NA,NA
1027,FEMALE,1,1.633721695,1.626949797,1.633721695,1.626949797,3.048356133,1.364739013,1.992430165,0.753771802,2.639057324,1.526056301,2.233592216,2.197224577,5.091620065,-12.23241175,-2.876991067,-1.796771874,2.285967581,0.749459062,0.427543209,1.468592476,-16.11809555,1.407414841,3.016225154,2.106171485,3.799796816,1.776866648,0.6211273,0.331421034,3.799796816,2.427877964,0.539483747,NA,NA,NA,NA
1028,FEMALE,1,-0.027409924,1.074473797,1.014477605,-0.765065957,-0.027409924,-0.661580961,0.546543705,1.704748091,2.079441543,0.869037849,1.15267951,0.606135806,5.091620065,0.100184034,-13.47903692,-13.33927477,5.091620065,5.091620065,0.262302562,0.873446921,0.500040207,0.926750113,1.084174741,0.570375039,0.016216107,0.6211273,0.678415044,0.291985706,-0.275159971,2.408079255,NA,NA,NA,-1.662705194,NA
1029,MALE,0,-0.661580961,3.106649875,-0.661580961,0.112267129,1.633721695,3.106649875,-0.146603475,2.159484248,-0.418710334,1.427116356,1.568615919,-0.367724781,5.091620065,5.091620065,-16.11809555,-9.847054318,5.091620065,-16.10814522,1.094690011,1.625012942,1.048598126,1.189232017,0.85912963,1.527289421,0.016216107,-0.000648312,1.242099154,0.539483747,2.408079255,0.216683467,NA,NA,-1.445181349,NA,NA
1030,MALE,0,-0.765065957,1.014477605,-1.347429542,-1.662705194,1.544829224,-1.662705194,0.310154929,1.178654994,16.11809555,16.11809555,0.06899287,-0.476924074,-16.11809555,5.091620065,2.12667258,-1.796771874,-7.568887659,-16.11809555,2.644417252,1.309687921,1.662334686,1.473023841,1.013382193,1.427642864,0.737989373,0.216683467,2.31637127,-0.591176902,0.667137127,3.80666251,NA,2.03097522,NA,NA,NA
1031,MALE,0,-0.661580961,-1.347429542,-0.661580961,-0.765065957,3.048356133,0.470119715,-1.01160091,1.280933848,2.268683541,0.646627165,0.374693451,1.992430165,-16.11809555,5.091620065,-16.11809555,-5.757575623,5.091620065,-13.67574747,0.996844589,1.229575396,1.290611441,0.698158498,0.515122324,0.741608652,1.966990419,1.776866648,2.31637127,1.639133976,1.913607406,-0.587700204,NA,NA,NA,NA,-0.567984036
1032,FEMALE,1,-4.59511985,-0.027409924,0.844005574,1.364739013,0.61173156,-0.794298141,16.11809555,16.11809555,0.189241998,0.430782916,16.11809555,0.424883195,-16.11809555,-16.11809555,5.091620065,5.091620065,-16.11809555,5.091620065,1.9156183,1.244072614,-16.11809555,1.018953814,1.483281173,1.701444525,2.41845565,-0.275159971,2.427877964,0.158535429,1.115831854,1.059389057,-1.602800129,0.715784379,NA,NA,NA
1033,MALE,0,-4.59511985,1.364739013,0.61173156,0.844005574,1.544829224,0.104645755,1.417066021,2.484906649,1.098612289,16.11809555,1.87180218,-0.456758403,-0.407918636,-9.575554288,4.755039962,-0.678914392,-13.93993975,-3.789474363,-0.162669196,-0.040241426,1.491252323,2.075420192,1.668807004,1.419452479,0.748328891,-4.59511985,0.248273671,0.248273671,0.101816807,-0.002606493,0.248273671,NA,NA,NA,NA
1034,FEMALE,1,1.626949797,3.106649875,-0.027409924,1.074473797,1.364739013,1.626949797,0.305381651,1.558144621,-3.526360509,0.998528831,0.310154929,-0.276253377,5.091620065,5.091620065,1.23292063,-1.568751192,5.091620065,5.091620065,1.114011175,0.557792454,1.294249491,0.349573257,-0.431687991,0.900508046,-1.325871931,2.41845565,0.678415044,-2.398977939,1.607331963,0.216683467,NA,NA,NA,NA,NA
1035,FEMALE,1,-0.765065957,0.112267129,-4.59511985,-0.027409924,0.468271635,-4.59511985,0.619039208,1.481604542,0.82098055,0,-0.757685702,0.379489622,5.091620065,-9.917537176,-16.11809555,-9.239672078,-16.11809555,-13.00014348,2.113411822,2.125181404,1.530576415,1.752981677,0.818572573,2.059449585,3.741447316,-0.237209398,-4.59511985,0.864393426,-2.199838275,3.778654106,NA,NA,NA,NA,-16.11809555
1036,MALE,0,1.633721695,1.364739013,-0.027409924,1.633721695,1.633721695,1.544829224,1.049822126,16.11809555,0.462623523,0.641853887,2.564949364,2.484906649,5.091620065,5.091620065,-5.291967419,5.091620065,1.562085961,5.091620065,1.610331415,1.112087215,1.749113353,1.150769126,1.316389031,0.77048865,3.741447316,2.128800395,3.741447316,1.945754885,3.684604335,3.799796816,NA,NA,-9.575554288,NA,NA
1037,MALE,0,3.106649875,1.544829224,0.112267129,3.106649875,3.106649875,1.544829224,0.241162057,0.80234647,2.67414865,16.11809555,0.780158559,0.728238502,-11.5189336,-16.11809555,-4.852248959,-16.11809555,-0.992698946,5.091620065,1.307791546,1.555582546,2.054506886,1.74920049,1.259857661,1.234875217,2.385736439,1.059389057,1.115831854,1.945754885,3.778654106,0.646559755,NA,2.317008848,NA,1.364739013,NA
1038,FEMALE,1,-2.232553319,3.106649875,0.112267129,1.074473797,3.048356133,1.633721695,0.526093098,2.564949364,-0.07696104,-0.900786545,1.178654994,0.182321555,-16.11809555,-16.11809555,5.091620065,5.091620065,-16.11809555,5.091620065,0.248934209,1.198094061,1.176371929,1.663499066,1.421869815,1.627169889,3.741447316,1.475518862,3.684604335,2.427877964,2.41845565,0.949268412,NA,NA,5.091620065,NA,NA
1039,MALE,0,1.074473797,3.106649875,1.626949797,1.074473797,1.633721695,1.626949797,16.11809555,0.693147182,16.11809555,2.67414865,2.427748237,0.435318071,5.091620065,5.091620065,-1.949286985,2.148092953,5.091620065,5.091620065,1.938528212,2.011794715,2.387649606,-16.11809555,2.092974502,2.543886823,1.115831854,1.966990419,3.778654106,1.945754885,1.945754885,2.431618334,NA,NA,NA,3.106649875,NA
1040,MALE,0,3.048356133,1.544829224,3.106649875,-1.662705194,0.61173156,3.106649875,2.77258873,0.993251774,0.875468738,1.232143679,0.122602323,0.374693451,-16.11809555,5.091620065,5.091620065,5.091620065,-0.005837421,-0.099284585,1.539850367,1.754827541,1.53390402,1.994665197,2.023993592,1.760972787,1.967645716,-1.453247381,1.639133976,2.238059399,2.238059399,1.857284326,NA,NA,NA,1.626949797,NA
1041,MALE,0,1.633721695,0.112267129,0.61173156,1.364739013,1.626949797,1.633721695,0.080042708,3.09104245,2.442347035,1.992430165,-0.054067223,0,5.091620065,-5.217082008,-16.11809555,-16.11809555,0.533676778,5.091620065,2.050921846,1.746602624,1.857023908,1.654514991,1.091479401,1.582996437,1.553962935,-1.214474559,2.31637127,1.150654063,3.80666251,2.371622852,3.741447316,NA,NA,NA,NA
1042,MALE,0,1.626949797,1.074473797,-0.765065957,3.048356133,1.544829224,3.106649875,0.251314428,16.11809555,1.945910149,2.014903019,1.123930096,2.197224577,-16.11809555,-3.308535394,1.914683393,5.091620065,1.308387803,5.091620065,0.759557949,0.50118202,0.877788093,0.461622223,1.646231868,0.675164326,2.385736439,2.427877964,3.778654106,2.385736439,3.741447316,3.684604335,NA,NA,NA,NA,-0.236388776
1043,MALE,0,-0.027409924,-0.027409924,1.633721695,-0.027409924,1.626949797,0.61173156,1.349926717,2.197224577,1.145132306,1.049822126,1.686398954,2.564949364,5.091620065,-5.802114777,5.091620065,-0.352640894,5.091620065,3.932015844,1.619913536,1.706148435,2.431300841,0.800275111,-16.11809555,1.505355097,0.980829247,2.427877964,2.128800395,1.316233887,2.371622852,3.778654106,NA,NA,5.091620065,NA,NA
1044,MALE,0,-1.68674975,-0.794298141,3.106649875,1.544829224,1.544829224,0.61173156,16.11809555,-1.754019138,-0.348306696,-0.597836999,0.810930215,-1.01160091,5.091620065,-1.405044036,-16.11809555,-16.11809555,5.091620065,-4.800831887,-16.11809555,1.55663297,1.211988533,0.816587249,1.986707592,-0.322865987,2.31637127,-4.59511985,0.539483747,-0.143806913,2.31637127,1.36482544,NA,NA,NA,NA,0.747214404
1045,MALE,0,0.844005574,1.544829224,-4.59511985,-1.662705194,1.074473797,0.112267129,-0.241162057,0,-1.734601055,-0.379489622,-1.791759468,-1.029619416,-16.11809555,-16.11809555,5.091620065,-16.11809555,-16.11809555,-16.11809555,0.890407155,1.146352321,1.061306139,-16.11809555,1.193718656,1.17387973,-0.386259306,-2.060744113,2.427877964,1.162261454,1.059389057,1.115831854,NA,NA,5.091620065,NA,NA
1046,MALE,0,0.468271635,0.122347706,1.014477605,1.014477605,1.364739013,1.364739013,-0.693147182,0.441832752,-1.170071254,-0.348306696,-1.232143679,-0.427444015,5.091620065,5.091620065,-4.852248959,-16.11809555,-13.41673295,-16.11809555,1.762565757,2.207037399,1.324748872,1.657055746,1.154334531,1.086279686,1.36482544,-0.953261845,1.553962935,-1.577987888,0.489480085,-0.964826833,-0.011754879,NA,NA,NA,NA
1047,MALE,0,0.844005574,1.626949797,1.544829224,-4.59511985,0.61173156,3.106649875,0.980829252,2.602689689,1.272965676,-0.641853887,0.546543705,-0.066691376,5.091620065,-0.778279498,-12.1291062,-16.11809555,-16.11809555,-7.331748993,0.535221945,1.102924154,0.729993353,0.806086201,0.741678542,1.220304311,3.741447316,-2.43333301,-0.34657414,0.216683467,1.966990419,0.158535429,NA,NA,-16.11809555,NA,NA
1048,FEMALE,1,1.633721695,1.633721695,1.074473797,-0.765065957,0.112267129,3.106649875,1.329135945,-0.223143553,1.757857914,0.470003628,2.110213201,1.413693335,-16.11809555,5.091620065,5.091620065,-16.11809555,-16.11809555,5.091620065,1.535612415,-16.11809555,2.375392693,1.873403302,1.550619729,1.841541636,0.327700951,0.30512197,2.427877964,0.51862995,1.966990419,3.741447316,NA,NA,NA,1.074473797,NA
1049,MALE,0,-0.794298141,3.048356133,3.048356133,1.364739013,-0.027409924,3.106649875,0.485507816,1.236762627,1.945910149,2.639057324,0.241162057,1.098612289,5.091620065,-8.818150273,-16.11809555,2.131698713,5.091620065,-11.48335636,1.51219546,-16.11809555,1.093736464,0.022798651,0.828977041,2.550930372,0.606516103,3.684604335,1.162261454,0.769119693,2.385736439,1.949819951,0.737989373,NA,NA,NA,NA
1050,FEMALE,1,3.106649875,1.626949797,3.106649875,3.048356133,1.074473797,1.364739013,16.11809555,2.028148245,2.282382381,16.11809555,1.126011264,1.421385684,5.091620065,5.091620065,5.091620065,-4.962497317,1.313061718,5.091620065,1.368762567,1.138693602,1.603529095,1.521101957,1.472603996,1.35898131,3.684604335,3.80666251,3.741447316,3.799796816,3.778654106,3.799796816,3.778654106,1.88805036,NA,NA,NA
1051,FEMALE,1,3.106649875,1.633721695,1.633721695,0.112267129,3.048356133,3.048356133,1.580450378,2.351375254,2.169053696,1.60943791,0.810930215,16.11809555,5.091620065,5.091620065,5.091620065,5.091620065,1.151495527,5.091620065,2.877284854,2.883525141,1.766843756,1.113582007,1.974406783,1.861736183,3.778654106,2.427877964,3.741447316,2.41845565,3.684604335,3.778654106,NA,NA,NA,NA,16.11809555
1052,FEMALE,1,3.048356133,1.544829224,1.633721695,3.106649875,1.633721695,1.544829224,16.11809555,1.642227736,16.11809555,16.11809555,1.335001069,16.11809555,-1.181199558,5.091620065,2.194617165,5.091620065,5.091620065,5.091620065,2.340531546,4.195450399,1.282023694,1.394430862,1.092816879,1.468451871,3.684604335,3.778654106,3.741447316,3.684604335,3.778654106,3.778654106,NA,NA,5.091620065,NA,NA
1053,FEMALE,1,1.544829224,1.626949797,0.112267129,3.106649875,0.844005574,3.106649875,2.639057324,0.051293295,0.72391884,-1.466337069,0.78845736,-0.875468738,5.091620065,1.937700166,-0.801477229,5.091620065,5.091620065,5.091620065,0.714201934,1.040301793,0.344674446,0.695892607,1.890780622,-0.205215841,-0.34657414,1.967645716,1.506041471,1.945754885,0.971707596,0.869511221,NA,1.031669107,5.091620065,NA,NA
1054,FEMALE,1,0.112267129,1.544829224,3.048356133,1.633721695,1.626949797,-0.027409924,0.048790164,0.870828359,0.117783037,1.763588596,16.11809555,2.862200882,-3.308535394,2.419567531,-3.611808552,5.091620065,5.091620065,5.091620065,2.679994944,3.68143767,2.82503279,16.11809555,2.783631732,4.159897211,2.431618334,1.945754885,0.667137127,2.41845565,1.387316525,1.913607406,-0.637049509,NA,NA,NA,NA
1055,FEMALE,1,-0.027409924,1.633721695,-0.765065957,3.048356133,3.048356133,1.074473797,16.11809555,1.021651249,1.064710739,0.211309094,0.446287104,-0.191055238,5.091620065,-4.955387498,5.091620065,5.091620065,5.091620065,-13.56086705,1.503610271,1.269561251,1.641585307,1.678104293,0.942768851,1.360354905,3.799796816,3.684604335,0.678415044,2.408079255,3.80666251,1.967645716,NA,0.141001261,NA,NA,1.575536364
1056,FEMALE,1,-4.59511985,0.470119715,1.544829224,1.626949797,1.074473797,1.364739013,1.704748091,0.374693451,1.992430165,1.704748091,1.642227736,1.280933848,5.091620065,-13.00014348,-7.15031723,-13.33927477,-4.448107309,5.091620065,0.61816839,0.411871365,1.649597707,1.684632102,0.667081748,1.757260077,1.949819951,1.945754885,1.150654063,2.431618334,0.678415044,1.776866648,1.387742165,NA,NA,NA,NA
1057,FEMALE,1,-4.59511985,-4.59511985,1.544829224,1.014477605,0.844005574,0.61173156,-0.530628253,-0.310154929,0.546543705,1.435084527,-0.382992254,16.11809555,5.091620065,-16.11809555,-2.524266424,1.206474872,0.486055862,5.091620065,1.163793891,2.128975765,1.293148762,-16.11809555,-16.11809555,1.482286171,-0.755729671,0.685219665,1.949819951,1.387316525,1.949819951,1.387742165,NA,NA,NA,NA,0.955511444
1058,FEMALE,1,1.074473797,1.364739013,1.364739013,1.626949797,-0.027409924,0.122347706,-0.318453729,0.693147182,0.117783037,0,-0.91629073,-1.386294361,-16.11809555,5.091620065,-16.11809555,0.899237352,5.091620065,-0.992698946,-16.11809555,0.857127234,0.229884719,1.102342002,-16.11809555,0.521889306,1.207564456,-1.127907414,-1.960444976,0.158535429,1.949819951,-0.287299612,NA,NA,-16.11809555,NA,NA
1059,FEMALE,1,1.626949797,1.633721695,0.112267129,3.106649875,3.048356133,3.106649875,2.233592216,1.272965676,0.492476484,2.397895277,1.981001471,16.11809555,5.091620065,-1.108601351,5.091620065,5.091620065,-5.757575623,5.091620065,0.592696611,1.617386712,1.996023126,0.935130572,1.285727592,1.575083181,3.741447316,1.949819951,3.741447316,0.327700951,2.41845565,1.664733708,NA,NA,NA,0.112267129,NA
1060,MALE,0,-0.027409924,1.364739013,-0.661580961,-0.794298141,-0.765065957,1.074473797,-0.572519191,0.753771802,2.233592216,0.496436888,0.550046335,-0.111225636,5.091620065,-16.11809555,1.957797309,5.091620065,-16.11809555,-10.62090303,0.961856408,1.043613825,2.426399635,2.486510885,2.137704993,1.684686931,3.684604335,2.31637127,-4.02731645,2.238059399,1.553962935,0.30512197,NA,NA,NA,0.112267129,NA
1061,FEMALE,1,0.470119715,0.61173156,3.048356133,1.014477605,0.844005574,1.074473797,16.11809555,1.642227736,0.328504068,16.11809555,16.11809555,1.232143679,5.091620065,-11.5189336,5.091620065,5.091620065,-2.136269338,5.091620065,1.920782848,1.672859662,1.270617983,2.506674003,1.657241287,2.299904109,1.387742165,1.36482544,0.980829247,1.475518862,0.606516103,1.363904398,NA,NA,NA,NA,0.747214404
1062,FEMALE,1,-1.68674975,1.633721695,1.626949797,-1.68674975,3.106649875,0.122347706,0.737598942,-3.044522448,1.386294361,-0.470003628,-0.154150678,0.241162057,-7.816170915,-16.11809555,0.92212525,-0.407918636,0.149475864,4.755039962,1.115228581,0.666131652,0.897424728,1.198230575,0.381927026,0.564030832,0.624626865,-2.847902828,-0.964826833,-0.37249614,0.769119693,1.966990419,NA,NA,NA,1.626949797,NA
1063,MALE,0,-0.794298141,-0.027409924,-0.765065957,-0.765065957,1.544829224,1.364739013,-0.470003628,1.386294361,0,-0.538996499,1.299282986,-0.344840488,-16.11809555,5.091620065,-14.32134804,-16.11809555,5.091620065,-16.11809555,0.550610176,0.878529453,0.748406017,0.536968211,0.83886396,0.423572981,1.059389057,-0.896181028,1.134904646,-0.591176902,1.150654063,1.363904398,NA,NA,5.091620065,NA,NA
1064,FEMALE,1,3.106649875,3.048356133,1.544829224,1.626949797,3.106649875,3.048356133,3.020424884,2.327277704,2.583997546,3.526360509,2.014903019,0.650587566,2.26430532,-1.219320256,-16.11809555,5.091620065,5.091620065,5.091620065,1.983511777,1.904054108,2.239119575,1.633915044,1.316850689,1.690374957,3.741447316,1.387316525,1.059389057,2.128800395,2.371622852,2.431618334,2.431618334,NA,NA,NA,NA
1065,MALE,0,0.112267129,3.048356133,1.544829224,-1.347429542,3.048356133,3.106649875,0.818310323,-0.810930215,16.11809555,0.82098055,1.909542505,1.568615919,5.091620065,5.091620065,-5.592970792,5.091620065,-3.97530618,-2.209674193,1.241924939,1.131008412,1.035552108,0.919232365,1.480560348,2.07203482,3.778654106,2.41845565,3.799796816,1.115831854,3.684604335,3.80666251,NA,NA,5.091620065,NA,NA
1066,FEMALE,1,-0.027409924,1.544829224,0.468271635,-0.027409924,0.61173156,NA,16.11809555,-0.441832752,-0.322773392,0.510825624,-0.182321555,0.287682071,5.091620065,-14.83438752,-3.310747016,-1.796771874,-1.796771874,5.091620065,0.718165188,0.813528255,-16.11809555,-0.075383526,1.17827123,NA,-0.287299612,-2.060744113,0.737989373,0.949268412,0.864393426,NA,NA,NA,NA,NA,NA
1067,FEMALE,1,-0.572122905,1.633721695,-0.765065957,0.61173156,0.104645755,1.364739013,0.519875459,1.897119981,2.484906649,2.079441543,0.998528831,0.083381608,5.091620065,0.100419802,-2.784861486,5.091620065,-5.479013625,5.091620065,2.623897821,1.756799628,-16.11809555,2.410261729,1.740841972,-0.039242691,1.553962935,1.36482544,1.650158167,2.371622852,0.58627419,1.857284326,NA,4.473152569,NA,1.544829224,NA
1068,FEMALE,1,1.633721695,1.633721695,1.364739013,1.626949797,-0.765065957,1.074473797,1.60943791,0.405465108,0.435318071,1.466337069,16.11809555,0.543615446,1.554292932,5.091620065,-2.815264243,5.091620065,5.091620065,2.131698713,1.567229767,1.278333713,1.506679477,1.330467867,1.130864298,1.01470778,0.158535429,0.563185562,3.778654106,0.489480085,3.741447316,2.408079255,NA,NA,NA,1.633721695,NA
1069,MALE,0,-4.59511985,0.470119715,0.122347706,0.470119715,1.074473797,0.112267129,0.52806743,1.87180218,2.944438979,2.614959781,0.405465108,16.11809555,5.091620065,5.091620065,1.562085961,1.179342206,-4.589412306,5.091620065,0.118388206,0.321851707,0.838586267,0.512542823,0.306242185,-0.258304424,0.970335585,-0.287299612,2.408079255,2.385736439,-0.760744947,3.741447316,NA,NA,5.091620065,NA,NA
1070,FEMALE,1,3.048356133,-2.232553319,1.626949797,1.074473797,1.626949797,-4.59511985,0.492476484,2.335374917,2.251291801,-0.087011375,0.78845736,0.82098055,-16.11809555,-16.11809555,5.091620065,-0.678914392,5.091620065,-16.11809555,1.095700738,1.03882694,1.376111339,1.357129573,1.022997661,0.889143706,3.799796816,0.51862995,1.639133976,2.431618334,-0.625099905,3.684604335,NA,NA,NA,NA,0.066691376
1071,OTHER,2,3.106649875,1.633721695,3.106649875,3.048356133,1.544829224,1.544829224,1.734601055,2.442347035,1.386294361,16.11809555,16.11809555,2.484906649,-7.462306997,5.091620065,5.091620065,5.091620065,5.091620065,5.091620065,2.223858099,3.28186808,-16.11809555,0.706422058,2.257257799,1.722909875,2.385736439,2.238059399,0.678415044,2.385736439,3.741447316,3.741447316,NA,NA,5.091620065,NA,NA
1072,FEMALE,1,1.633721695,1.544829224,1.626949797,3.106649875,1.633721695,1.544829224,2.014903019,1.28785429,16.11809555,1.134979934,2.302585092,2.197224577,-9.114920186,-0.407918636,2.277197627,3.196750461,5.091620065,5.091620065,2.191303196,2.029293844,1.65186974,1.984783029,1.706083501,1.520388737,1.967645716,0.539483747,1.363904398,1.949819951,3.778654106,2.128800395,NA,NA,-9.003203195,NA,NA
1073,FEMALE,1,1.633721695,3.048356133,-0.661580961,-0.027409924,-0.765065957,1.364739013,-0.105360514,0.302280872,1.945910149,1.916922614,-0.427444015,0.241162057,-16.11809555,5.091620065,-2.323578276,-6.481836535,5.091620065,-12.89921733,-16.11809555,-16.11809555,-16.11809555,0.98808723,-0.326368707,0.708125619,1.650158167,3.799796816,1.363904398,3.778654106,2.427877964,-0.275159971,NA,NA,NA,0.61173156,NA
1074,MALE,0,3.106649875,1.544829224,1.626949797,3.048356133,-0.027409924,0.844005574,16.11809555,2.908720895,0.245122459,0.336472235,0.405465108,1.239690886,0.66732258,5.091620065,-7.225856816,-1.905122129,5.091620065,5.091620065,2.367818411,2.558697382,1.006740472,2.463609443,2.809547934,1.351973794,1.147315951,2.408079255,-0.34657414,0.667137127,3.80666251,3.684604335,NA,1.974274435,5.091620065,NA,NA
1075,FEMALE,1,-2.232553319,-4.59511985,1.626949797,0.112267129,-0.765065957,-1.68674975,-0.570544859,0.887303193,0.693147182,-1.15267951,-1.029619416,-0.570544859,-15.22200738,-16.11809555,-2.524266424,-10.07779894,-6.889234178,-16.11809555,0.958851313,0.734551997,0.430842836,0.52438485,1.564239086,0.483472385,1.650158167,0.022671467,-0.55930925,-1.050012831,-1.159014411,1.387316525,-1.050012831,NA,NA,NA,NA
1076,FEMALE,1,1.633721695,3.106649875,0.112267129,-0.572122905,3.048356133,0.112267129,0.427444015,1.992430165,2.602689689,-1.354545664,16.11809555,1.791759468,-1.445181349,5.091620065,5.091620065,5.091620065,1.443885679,-4.111527252,1.381173697,1.985195607,0.628771454,1.507677585,0.958565782,1.401967068,2.431618334,0.291985706,1.949819951,-4.59511985,1.949819951,1.387742165,NA,2.2655092,NA,0.112267129,NA
1077,MALE,0,3.048356133,-0.661580961,1.544829224,0.468271635,1.544829224,1.074473797,0.965080896,0.087011375,1.427116356,0.271933717,0.435318071,0.305381651,5.091620065,-16.11809555,-16.11809555,5.091620065,-2.971955393,-16.11809555,2.528416599,1.314808659,2.609639112,1.58628906,16.11809555,1.508250262,1.966990419,-0.287299612,2.371622852,1.115831854,0.331421034,2.408079255,NA,NA,5.091620065,NA,NA
1078,FEMALE,1,1.633721695,3.106649875,1.014477605,0.112267129,1.014477605,1.626949797,0.268263988,0.559615786,1.236762627,0.810930215,0.767255151,0.570544859,5.091620065,-16.11809555,5.091620065,-0.847329832,-16.11809555,-3.431430403,1.045680425,0.387892368,1.374845252,1.582225181,1.190183833,2.932814042,3.778654106,-0.068966251,1.162261454,1.650158167,-0.044966619,0.489480085,NA,NA,NA,NA,2.233592216
1079,FEMALE,1,-0.765065957,-1.68674975,3.048356133,1.074473797,1.364739013,1.074473797,0.060624621,-0.725937001,1.049822126,1.189584069,16.11809555,2.639057324,5.091620065,5.091620065,-16.11809555,5.091620065,-16.11809555,-16.11809555,0.943045026,1.593801219,1.637946972,1.417357522,1.536288854,0.59724148,2.31637127,-0.625099905,-0.143806913,-0.000648312,2.41845565,0.331421034,NA,NA,5.091620065,NA,NA
1080,MALE,0,-1.68674975,0.112267129,-0.765065957,1.074473797,-4.59511985,0.104645755,0.693147182,-1.863218435,-0.06899287,-0.430782916,-0.510825624,-0.405465108,5.091620065,-9.917537176,-11.5189336,-9.114920186,-5.757575623,-16.11809555,0.980545757,1.545661693,1.435196329,0.364096958,1.341101449,1.530291663,-1.001009708,0.327700951,-0.280982763,2.385736439,1.147315951,0.445850002,NA,1.481151653,-16.11809555,NA,NA
1081,FEMALE,1,1.633721695,1.014477605,1.626949797,-1.662705194,1.633721695,-1.347429542,0.606135806,16.11809555,-1.185623667,0.374693451,0.606135806,0.054067223,5.091620065,-12.22423171,-16.11809555,-16.11809555,-16.11809555,5.091620065,0.724668773,0.261173247,0.667759565,0.203943472,0.339995394,-1.219857039,3.778654106,3.778654106,3.684604335,2.31637127,3.778654106,1.949819951,2.385736439,NA,NA,NA,NA
1082,MALE,0,-4.59511985,0.112267129,0.61173156,1.633721695,3.106649875,1.633721695,0.632522557,-0.348306696,16.11809555,16.11809555,3.828641384,3.295836858,-14.81518253,-3.076400373,-0.778279498,5.091620065,5.091620065,5.091620065,0.938065946,1.958193734,2.025173361,0.960120912,1.666977281,1.75365033,0.646559755,-0.000648312,2.371622852,2.385736439,1.650158167,2.128800395,NA,NA,NA,NA,0.646627165
1083,MALE,0,1.364739013,3.106649875,1.014477605,1.074473797,3.048356133,3.106649875,0.91629073,2.77258873,2.639057324,-1.475906517,0.182321555,1.223775433,-9.357594656,-0.678914392,-1.445181349,5.091620065,5.091620065,5.091620065,2.254859371,0.844747427,0.949428892,0.932458029,1.633847491,0.738429812,2.41845565,1.949819951,1.115831854,0.678415044,2.385736439,2.41845565,2.427877964,2.302442756,NA,NA,NA
1084,MALE,0,-0.661580961,1.626949797,3.106649875,1.364739013,1.626949797,1.626949797,0.940983346,0.422856852,0.182321555,-0.032789822,2.047692846,-0.194156015,-16.11809555,-10.00436827,-8.778403944,5.091620065,-0.000841876,5.091620065,1.302820281,1.485728938,1.320394948,1.402680551,1.049600787,1.327324184,1.134904646,3.741447316,0.949268412,-0.280982763,1.967645716,1.316233887,NA,NA,NA,1.626949797,NA
1085,FEMALE,1,1.544829224,3.048356133,3.048356133,3.106649875,3.106649875,3.048356133,0.757685702,0.934309238,1.856297992,-0.489548225,16.11809555,1.280933848,-2.725498612,2.079579706,-9.079198103,5.091620065,5.091620065,3.394132711,1.304657201,-16.11809555,1.80054248,1.405523469,1.323720796,1.145930651,2.427877964,1.607331963,3.684604335,2.238059399,3.799796816,3.799796816,NA,3.183057179,NA,1.633721695,NA
